"business_trading_name","category","suburb","state","post_code","phone_number","email","ABN","logo","first_name","last_name"
"All Access Earthworks","Excavation","Evanston Gardens","SA","5116"," ","brad@allaccessearthworks.com","38306347282","","Brad",""
"Assiduous Carpentry","Commercial","Evanston","SA","5116","0447 585 070","nathan.pine@assiduouscarpentry.com","80307332021",""," ",""
"Be Gone Rubbish Removalist","Rubbish Removal","Evanston Park","SA","5116","0487 175 491","be.gonerubbishremoval@gmail.com","39732995304",""," ",""
"Callery Building","Building","Evanston Gardens","SA","5116","0407 945 926","lukecallery@hotmail.com","36729984083",""," ",""
"Cavco Earthmoving Pty Ltd","Retaining Walls","Evanston","SA","5116","0448 676 332","larry@cavcoearthmoving.com.au","62120506578",""," ",""
"Complete Home Inspections","Inspections - Building","Evanstone park","SA","5116","0400 550 559","derek@completehomeinspections.com.au","40512945286",""," ",""
"Cut Price Plumbing","Plumbers","Evanston","SA","5116","0407 718 750","cutpriceplumbing4@gmail.com","54349617171",""," ",""
"DJ Appliance service","Appliance Repairs","14 Milne RD, Evanston Gardens","SA","5116","0412 891 702","info@djapplianceservice.com.au","52415594194","","Darren","Davies"
"DJ Heeley Roof Restoration","Bedding & Pointing","Evanston","SA","5116","0421 982 739","djheeley@live.com.au","71058105175","","David","Heeley"
"D & K Dalton Pty Ltd","Plumbers","Evanston Park","SA","5116","0427 975 580","dkdalton@bigpond.com","93990831479",""," ",""
"Es Kay Cleaning service","Cleaning","Evanston","SA","5116","0437 000 255","shirlgill07@yahoo.com.au","25445577951",""," ",""
"The Food Forest","Courses & Workshops","Gawler","SA","5116"," ","foodforest@bigpond.com","32825934985","","Graham","Brookman"
"Gardens by Graham & Co","Landscaping & Gardening","Evanstone Park","SA","5116","0417 840 761","gardensbygraham@bigpond.com","31206648195","","Graham","Hazel"
"Gardens By Linda","Garden Maintenance","Evanstone Park","SA","5116"," ","ljforgea@yahoo.com.sg","44534893734",""," ",""
"Gawler Lawn and Garden service","Garden Maintenance","Evanston Park","SA","5116","0439 035 292","testagrossapeter@gmail.com","25354242254",""," ",""
"Luke's Property Maintenance","Handyman","Evanston","SA","5116","0412 672 594","25nstillalive@gmail.com","48522650537",""," ",""
"Northern Chill","Air Conditioning","Evanston Park","SA","5116","0438 829 446","jason.palmer@live.com","95134092312","","Jason","Palmer"
"OUTBACK CONCRETE SA PTY","Concreting","Evanston","SA","5116","0488 204 410","mhiggins667@gmail.com","25139091026","","Matthew Lewis","Higgins"
"Rays Property maintenance & delivery service","Garden Maintenance","Hillier","SA","5116","0448 768 386","rayj.wyatt@outlook.com","50963212501",""," ",""
"Red Ape Resources","Handyman","Evanston Park","SA","5116","0458 119 286","peter@redaperesources.com.au","17504418405","","Peter","Jobson"
"Bathroom Resurfacing SA","Bath & Basin Resurfacing","Everston Park","SA","5116"," ","resurfacingsa@outlook.com","51561031779","","Christopher","Kennedy"
"Riley Plumbing & Gas","Plumbers","largs bay","SA","5116","0431 897 468","info@rileyplumbingandgas.com.au","57953720455",""," ",""
