business_trading_name,category,suburb,state,post_code,phone_number,email,ABN,logo,first_name,last_name
Abode Building Contractors,Complete Bathroom Renovation,Norman Gardens,QLD,4701,0418 781 161,admin@abodebc.com,80525916789,, ,
Affordable Electrical,Electricians,Park Ave,QLD,4701,0419 737 105,kampetersen@bigpond.com,61447119154,, ,
Affordable Quality Homes,,"80 Springfield DRV, North Rockhampton",QLD,4701, ,aqh@bigpond.net.au,83052190404,, ,
Affordable Quality Homes,Building,North Rockhampton,QLD,4701,0411 722 211,scott@affordablequalityhomes.com.au,83052190404,, ,
All About Reno's & Repairs CQ,Carpenters,Park Avenue,QLD,4701, ,jasonlaverty86@hotmail.com,94123860538,, ,
All Australians Landscaping,Garden Maintenance,Rockyview,QLD,4701,0474 052 330,joao_landscape@hotmail.com,72463243819,, ,
All Seasons Mowing & Garden Contractors,Garden Maintenance,"PO Box 3466 CRT, North Rockhampton",QLD,4701,0417 336 422,admin@allseasonsmowing.net.au,90539385623,, ,
All Seasons Patios,Pergolas,"PO Box 3466 CRT, North Rockhampton",QLD,4701,0400 443 738,chrisbrunt@bigpond.com,39691537835,, ,
Amplec Solutions,Electricians,Norman Gardens,QLD,4701,0417 737 487,amplec_solutions@bigpond.com,80435096242,, ,
Andrew Peters TV & Video Repairs,Television Repairs,Norman Gardens,QLD,4701,0427 877 239,ajpeters81@gmail.com,15365632451,, ,
THE AUSTRALIAN REINFORCING COMPANY,Building Supplies,Kawana,QLD,4701, ,salesrockhampton@arcreo.com.au,89069426955,, ,
Bad Bugs Pest Control,Pest Control,North Rockhampton,QLD,4701,0458 435 407,info@badbugs.com.au,78935975749,, ,
Bael Building Design,Building Designer,Frenchville,QLD,4701,0438 166 530,rebecca@bael.com.au,12508192626,, ,
Bethel Cleaning services,Cleaning,Norman Gardens,QLD,4701,0413 346 678,tachiwonder@gmail.com,13360251978,, ,
Betta Blinds Rockhampton,,North Rockhampton,QLD,4701, ,,78632907672,, ,
BL CONSTRUCTIONS ROCKHAMPTON,Renovation,Park Avenue,QLD,4701,0487 707 204,blconstructions@outlook.com,50208938075,,BRENDAN,LOUTTIT
Bleney Electrical,Electricians,Rockhampton,QLD,4701,0418 794 735,bleneyelectrical@bigpond.com.au,59501756226,, ,
BOB's Trailer Trash,Rubbish Removal,Redhill,QLD,4701,0401 595 047,dahlerfamily10@hotmail.com,47894490429,, ,
Bonds termite management & pest control,Pest Control,Kawana,QLD,4701,0405 110 540,bonds@bondspestcontrol.com.au,46439779293,, ,
Brendans Carpet Cleaning & Pest Control,Carpet & Upholstery Cleaning,Norman Gardens,QLD,4701,0407 177 524,jennylatcham@hotmail.com,94508102410,,Brendan,Latcham
Brenden Bedford,,Norman Gardens,QLD,4701,0409 009 856,,32412765471,,Brenden,Bedford
Ultimate Restoration services,Carpet & Upholstery Cleaning,Koongal,QLD,4701,0419 266 161,bethela@bigpond.net.au,54314483804,, ,
CDC Electrics,Lighting,North Rockhampton,QLD,4701,0417 763 635,cdcelectrics@bigpond.com,49004301695,, ,
Chops Cleaning,Pressure Cleaning,Lakes Creek,QLD,4701,0466 211 842,chopscleaning@gmail.com,44741965504,, ,
CnD Electrical,Electricians,Norman Gardens,QLD,4701,0417 499 455,cndelectrical@outlook.com,66991026287,,Chris,Morris
Cooper's Lawn Mowing and Garden Care services,Rubbish Removal Service,Berserker,QLD,4701,0450 484 516,jayecooper83@gmail.com,23146875365,, ,
Corporate Cleaning services CQ,Cleaning,North Rockhampton,QLD,4701,0433 702 311,capcoast@corpclean.com.au,77101952273,, ,
Central QLD Plasterers Pty Ltd,Plastering & Gyprock,"1 Sturt ST, North Rockhampton",QLD,4701, ,wayne@cqplasterers.com.au,68061406522,, ,
CQ Pool Supplies,Pool Maintenance,Frenchville,QLD,4701,0413 812 541,cqpoolsupplies@bigpond.com,74143194786,, ,
Craftlatt Capricorn,Gates,"228 Alexandra ST, North Rockhampton",QLD,4701, ,craftcap@bigpond.net.au,16117465675,, ,
Diamond Carpet Cleaning,Carpet & Upholstery Cleaning,FRENCHVILLE,QLD,4701,(07) 4926 3782,diamond.cc@hotmail.com,91127392870,,Craig,Holland
DAMO'S EXTREME ELECTRICAL PTY LTD,Electricians,Frenchville,QLD,4701,0409 633 993,damo@damosextremeelectrical.com.au,26425682719,, ,
Digsy’s Mowing & Landscaping services,Garden Maintenance,Rockhampton,QLD,4701,0467 164 605,howard.juwarki@gmail.com,65450245874,, ,
Digwell Excavations,Landscaping & Gardening,Rockhampton,QLD,4701, ,,52171934886,, ,
E & M Rendering,Rendering,French Ville,QLD,4701,0414 288 899,emrendering@optusnet.com.au,58681605878,,Eddie,Epenian
Ecokleen Solar Rockhampton,Window Cleaning,Frenchville,QLD,4701,0429 183 969,garyj.smith@bigpond.com,98126331305,, ,
Edy's Electrical,Electricians,Kawana,QLD,4701,0401 064 328,admin@edyselectrical.com.au,37121241595,, ,
E & M Annison,Timber,French Ville,QLD,4701, ,ernnmar@bigpond.net.au,17880991817,, ,
Eric Smith's Tiling,Tilers,Koongal,QLD,4701,0400 063 359,erics_tiling@outlook.com,53125293714,, ,
ET's Steel & Fencing,Fencing,"103 McLaughlin ST, North Rockhampton",QLD,4701,0409 362 411,info@etsonline.com.au,94718304624,, ,
Firm Engineering,Handyman,KawanA,QLD,4701,0412 290 675,steven@deweld.com.au,64717892264,,Steven De,Groot
Fishers Nursery Garden Centre,Nurseries,Koongal,QLD,4701,0408 282 440,fishersnursery@bigpond.com,97106107571,, ,
Fitzroy Electrical,Electricians,Park Avenue,QLD,4701,0418 790 156,paul@fitzroyelectrical.com.au,91309334023,,Paul,Valigura
Fix it Forbes,Handyman,Berserker,QLD,4701,0402 876 931,forbaforba@hotmail.com,82718878066,, ,
