business_trading_name,category,suburb,state,post_code,phone_number,email,ABN,logo,first_name,last_name
AAA AUSTRALIAN AGENCIES,Building Supplies,"5 Durkins RD, Spreyton",TAS,7310,0418 144 100,aaaausagencies@live.com.au,26622771725,,Gary,Connolly
All Tree Solutions,Arborist,North & North West Tasmania,TAS,7310,0448 043 474,troy@alltreesolutionstas.com.au,58464213488,, ,
Ashdown Painting,Painters,Carlton,TAS,7310,0409 973 098,kerna4@bigpond.com,19149322930,, ,
Ashdrive Pty Ltd,Concreting,Carlton,TAS,7310,0408 503 893,ashdrive@hotmail.com,90525256901,, ,
Becks Kitchens & Bathrooms,Bathroom Accessories,Devonport,TAS,7310, ,info@homehardware.com.au,32478410037,, ,
Boral Concrete Quoiba,Building Supplies,"14-147 Stoneyrise RD, Quoiba",TAS,7310, ,jon.dyson@boral.com.au,87004620731,,Jon,Dyson
Brian Joiner Roofing,Roofing,Devonport,TAS,7310,0439 381 411,joinerroofing@gmail.com,12262549709,, ,
Building Inspection services,Inspections - Building,Devonport,TAS,7310,0438 642 794,tim_gale@bigpond.com,65869483137,, ,
Callan Reed Tiling,Tilers,Devonport,TAS,7310,0400 896 950,callanreedtiling@hotmail.com,88457665588,,Callan,Reed
Clean Tek services,Carpet & Upholstery Cleaning,Devonport,TAS,7310,0418 121 340,enquiries@cleantekservices.com.au,85384668672,,Craig,Harrison
Collins Homes,Building,Devonport,TAS,7310,0438 243 380,collinshomes@bigpond.com,23652248800,, ,
Crisp Garage Doors & Openers,Roller Doors,Devonport,TAS,7310,0488 942 264,crispgaragedoors@bigpond.com,73120102730,,Margaret,Robonson
Daniel Snell Carpenter Joiner,Carpenters,"110 Shessfield RD, Devonport",TAS,7310,0408 344 128,danielbsnell@gmail.com,96399712328,, ,
Daniel Sonogan,Plastering & Gyprock,"110 Shessfield RD, Devonport",TAS,7310,0402 319 169,danielnrhiannon@netspace.net,25952855398,,Daniel,Sonogan
D & D Complete Carpentry,Carpenters,Devonport,TAS,7310,0401 191 375,searledave@hotmail.com,98562138008,, ,
DEAN SMITH PLUMBING,Tilers,Devonport,TAS,7310,0419 362 843,deansmithplumbing@bigpond.com,83181861894,,Dean,Smith
Devonport Building Supplies Pty Ltd,Building Supplies,"37 Elizabeth ST, DEVONPORT",TAS,7310, ,rowlings@bigpond.net.au,49092350267,,George,Rowlings
Devonport Concrete Supplies,Concrete,Quoiba,TAS,7310,0419 595 224,dmachtransport@bigpond.com,73074410290,, ,
Devonport Electrical service,Electricians,Devonport,TAS,7310, ,ncharlesworth@devonportelectrical.com,15009559906,,Nigel,Charlesworth
DIY SCAFFOLD HIRE,Hire Services,East Devonport,TAS,7310,0497 290 521,mickwalker@hotmail.com.au,54319829647,,Mick,Walker
Dyna-Mow Lawn Mowing & Gardening,Garden Maintenance,Devonport,TAS,7310,0409 975 442,djlbramich@bigpond.com,98008070900,, ,
ECO Window and Solar Panel Cleaning,Window Cleaning,Devonport,TAS,7310,0488 434 888,ecowspc@gmail.com,83885121224,, ,
E Nelson TAS,Concreting,Devonport,TAS,7310,0428 197 036,eandsnelson@bigpond.com,16139634512,, ,
Excavator and Truck hire,Excavation,Devonport,TAS,7310,0432 695 128,brad76vw@gmail.com,28355092238,, ,
Fairbrother Pty Ltd,Building,"12 Stony Rise RD, Devonport",TAS,7310,(03) 6420 7000,communications@fairbrother.com.au,51009510561,, ,
Fairbrother,Joinery,"12 Stony RD, Devonport",TAS,7310, ,admin@fairbrother.com.au,51009510561,, ,
Fusion Electrical And Communication,Electricians,"10 Fenton ST, Devonport",TAS,7310, ,admin@fusion-ec.com.au,77382778825,,Nicole,Adams
Fusion Engineering services,Engineering - Structural,"10 Fenton ST, Devonport",TAS,7310,0411 589 726,info@fusionengineering.com.au,85168832951,,Ross Dahal / Arun,Shrestha
IDD Electrical,Electricians,Devonport,TAS,7310,0422 686 592,toddjbeckett@gmail.com,68203257755,,Todd,Beckett
JD's Cleaning,Carpet & Upholstery Cleaning,Devonport,TAS,7310,0487 258 393,dltc@bigpond.com,91624904844,, ,
Kodys Home Maintenance services,Odd Jobs,Devonport,TAS,7310,0484 707 102,kody.brady1@gmail.com.au,71690816857,,Kody,Titley
Landscape Concepts,Fencing,"By Appointment Only, 11 Matthews Way, Devonport",TAS,7310,0438 283 420,carolyn@landscapeconceptstas.com.au,64380228908,,Carolyn,Curtis
Mark Dolega Glass Replacement,Glass Supply & Replacement,Spreyton,TAS,7310,0419 563 545,agelod@hotmail.com,22371174469,,Mark,Dolega
Michael Lavers Painting service,Painters,DEVONPORT,TAS,7310,0455 554 078,michaellavers@bigpond.com,60097650741,, ,
Mick Sims Building Contractors Pty Ltd,Building,East Devonport,TAS,7310,0439 630 772,j.sims@micksimsbuilding.com.au,70056218556,,John,Sims
Mostyn Veith Associates,Building Designer,"248 Lillico RD, Devonport",TAS,7310,0408 056 472,veith_2000@yahoo.com,76986979772,,Mostyn,Veith
MOTEC Electrical,Electricians,"248 Lillico RD, Devonport",TAS,7310,0409 582 526,ollily@bigpond.com,53283016379,,Mark,O'Toole
Mower Power,Garden Supplies,"17 Forbes ST, Devonport",TAS,7310, ,mowerpower@westnet.com.au,64502134907,, ,
N A K Building Group,Handyman,Devonport,TAS,7310,0433 739 657,nolan@nakbuildinggroup.com.au,91768983233,,Nolan,Costello
Nelson Concreting Cutting service,Concrete Resurfacing,Devonport,TAS,7310,0419 103 958,esnelson@bigpond.com,12118488455,, ,
NELSON SOUTH ELECTRICAL ContrACTOR,Electricians,"74 Linnanes RD, Wilmot",TAS,7310,0408 140 130,nelsonelectrical@bigpond.com,99043206463,, ,
