business_trading_name,category,suburb,state,post_code,phone_number,email,ABN,logo,first_name,last_name
Advance carpentry & Asbestos,Concreting,Harvey,WA,6220,0417 268 038,peel_8@hotmail.com,85008381109,, ,
Aussie Volts Electrical,Electricians,Harvey,WA,6220,0458 511 449,reuben@aussievolts.com.au,41572814805,, ,
Aussie West Reticulation,Landscaping & Gardening,Harvey,WA,6220,0408 928 141,mike.kennelli@optusnet.net.au,32537372075,,Mike,Kennelli
Baggetta Builders,Building,Harvey,WA,6220,0418 931 784,cbag.7@bigpond.com,70998916348,, ,
DC Window Cleaning and Home Maintenance,Garden Maintenance,Harvey,WA,6220,0478 601 990,derekvdb1001@gmail.com,21795077149,,Derek Van Den,Berg
Kendor Industries,Kitchen,Harvey,WA,6220,0413 453 789,jeff@kendor.com.au,68150366019,,Jeff,Slocomb
Nixon Electrics,Electricians,"181 Uduc RD, Harvey",WA,6220,0418 821 215,nixonelectrics6@bigpond.com,32534524234,,Matthew,Shaw
Nixon Electrics,Electricians,Harvey,WA,6220,0418 821 215,accounts@nixonelectrics.com.au,35407203814,,David,Faulkner
UE-BE-Kool Pty Ltd,Air Conditioning,Harvey,WA,6220,0417 641 700,uebekool@bigpond.net.au,54115075002,, ,
Urban Country Design,Garden Maintenance,Harvey,WA,6220,0439 986 961,cam_steele@hotmail.com,77113309882,, ,
