business_trading_name,category,suburb,state,post_code,phone_number,email,ABN,logo,first_name,last_name
Proworx Group Pty Ltd,Excavation,BAYSwatER,VIC,3153,0423 299 082,proworxgroup@gmail.com,40603403327,, ,
R AND C CONCRETING,Driveways,Bayswater,VIC,3153,0420 617 991,rc.concreting@gmail.com,53354395432,, ,
Rayner Electrical,Electricians,Bayswater,VIC,3153, ,info@raynerelectrical.com.au,18105258973,, ,
Reiner's Tree services,Arborist,Bayswater,VIC,3153,0403 586 007,reiners.trees@gmail.com,72066046425,, ,
Respected Landscapes,Garden Maintenance,Bayswater,VIC,3153,0458 432 624,warwick@respectedlandscapes.com,58567341819,,WarWICK,watSON
RGV Homes,Decking,Bayswater North,VIC,3153,0403 736 032,ryan@rgvhomes.com.au,53605080091,, ,
RGV Homes Building+Outdoor living,Decking,Bayswater North,VIC,3153, ,ryan@rgvcarpentry.com.au,53605080091,,Ryan,Vincent
Rh Bullard Custom Timber Furniture,Cabinet Making,Bayswater North,VIC,3153, ,richard@rhbullard.com.au,43913051647,, ,
Rhys' Renos & Repairs,Handyman,Bayswater,VIC,3153,0433 367 936,rhysrenos@outlook.com,93986722328,, ,
Rigid Constructions,Building,Bayswater,VIC,3153,0412 672 425,info@rigidconstructions.com.au,99129246288,, ,
R&J Removals,Furniture Removal,Basewater,VIC,3153,0425 509 995,renqianz@msn.com,77961245353,, ,
RM and CO.,Windows,"17 Ramage ST, Bayswater",VIC,3153, ,k.scott@rmandco.com.au,62082264891,,Kim,Scott
robertson tech elecs,Electricians,Bayswater North,VIC,3153,0422 642 203,robertsonelec@hotmail.com,52100580307,, ,
Rock Hard Renderworx,Rendering,BAYSwatER NORTH,VIC,3153,0412 692 257,rockhardrenderworx@gmail.com,25850532840,,Chris,Daglaras
Rocks Plus Pty Ltd,Building Supplies,"561 Dorset RD, Bayswater nth",VIC,3153,0414 503 521,info@rocksplus.com.au,37143930894,, ,
Ross' Handyman services,Handyman,BAYSwatER NORTH,VIC,3153,0426 391 744,ross.chadwick@rocketmail.com,44910783182,,Ross,Chadwick
RW Bricklaying,Bricklaying,Bayswater,VIC,3153,0411 881 457,rwbricklaying91@hotmail.com ,84495120257,, ,
Schumacher Solar & Electrical,Electricians,"1 SWanley AVE, Bayswater North",VIC,3153,0488 034 791,gerardschu@gmail.com,86501394871,, ,
Scot McDade Plaster,Plastering & Gyprock,Bayswater,VIC,3153,0474 156 366,accounts@scotmplaster.com.au,36175191404,, ,
Sebastian Property services,Window Cleaning,Bayswater,VIC,3153, ,service@sebastiangroup.com.au,65054547072,, ,
shaycinteriors,Kitchen Design,Bayswater North,VIC,3153,0423 699 733,shaycinteriors@gmail.com,38908108292,, ,
Shaye Mackay,Carpenters,Bayswater North,VIC,3153,0427 587 513,,24813968576,, ,
Shiny Cleaning services,Cleaning,Bayswater,VIC,3153,0406 696 658,sajad.sabity@gmail.com,27314972566,,Sajad,Ahmad
SLAM CRAFT,Handyman,Bayswater,VIC,3153,0473 366 333,alvin.careline@gmail.com,53159454352,,Selvia & Alvin,Louw
Smart Digital Australia Pty Ltd,Televisions,"Unit 8/ 52 Corporate BLV, Bayswater",VIC,3153, ,rebecca@smartdigital.com.au,67796955627,,Rebecca,Onnoveld
Stag Shopfittings Pty Ltd,Shopfitters,Bayswater,VIC,3153, ,office@stagsf.com,96005651598,, ,
Studfield Garden Centre Pty Ltd,Garden Supplies,"523 Mountain HWY, Bayswater",VIC,3153, ,,31506537584,, ,
Studform Pty Ltd,,"523 Mountain HWY, Bayswater",VIC,3153, ,mail@studform.com.au,56119587083,, ,
Superior Floors Pty Ltd,Timber Floor Repairs,Bayswater,VIC,3153,0418 319 677,superiorfloors@superiorfloors.com.au,84582830259,,Graham,Dempster
Superior Gardens,Landscaping & Gardening,Bayswater,VIC,3153, ,info@superiorgardens.com.au,33103370850,, ,
Superior Granny Flats,Building,Bayswater,VIC,3153,0419 540 393,info@superiorgrannyflats.com.au,34056151921,, ,
Superior Pool Paint,Paint Suppliers,Bayswater North,VIC,3153, ,info@superiorpoolpaint.com.au,95088288653,, ,
Taylor Fencing,Fencing,"24 Michellan CRT, Bayswater",VIC,3153, ,sales@taylorfencing.com.au,54478908534,, ,
Team 4 Cleaning,Cleaning,Bayswater North,VIC,3153,0420 800 034,ilia.tapias@hotmail.com,31809578543,, ,
Texstyle Australia Pty Ltd,Curtains,Bayswater,VIC,3153, ,paul@texstyle.com.au,96006258288,, ,
TGA Engineers,Engineering - Structural,Bayswater,VIC,3153, ,admin@tgaengineers.com.au,55006703108,,Tim Gibney & Natalie,Fallaw
Todd Devine Homes,New Home,"816 Mountain HWY, Bayswater",VIC,3153, ,salesmanager@todddevine.com.au,21104128583,, ,
Total Art Plaster,Plastering & Gyprock,BAYSwatER,VIC,3153,0419 977 224,kayvan@totalartplaster.com.au,50771673221,,Kayvan,Sepehri
Tradeframe,Windows,"Fory 1 /413 Dorset RD, Bayswater",VIC,3153, ,sunrayskylights@gmail.com,29291934809,,Colin,Beck
Trowelhandz Plastering,Plastering & Gyprock,Bayswater,VIC,3153,0432 032 542,trowelhandz@gmail.com,85613364542,, ,
True 24Hr Plumbing,Plumbers,Bayswater North,VIC,3153,0433 365 157,gregiemac1@optusnet.com.au,58322855334,,Greg,Mckinnon
van khoa fencing,Decking,Bayswater,VIC,3153,0423 620 399,vankhoafencing@gmail.com,30960626237,, ,
Virtue Fencing and Gates,Gates,BAYSwatER,VIC,3153,0448 417 447,virtuefg@gmail.com,40410866159,, ,
Rhino Coatings,Paint Suppliers,Bayswater North,VIC,3153, ,manager@wagonpaints.com.au,76412791772,, ,
waugh's Industrial Supplies Pty Ltd,Hardware,"13-17 MALVERN ST, BAYSwatER",VIC,3153, ,sales@waughs.com.au,69917314530,, ,
We Blow,Landscape Construction,Bayswater,VIC,3153,0438 069 080,customerservice@weblow.com.au,14772744278,, ,
Wired Now,Electricians,Bayswater,VIC,3153,0449 960 527,admin@wirednow.com.au,51792674662,,David,Rout
A.B. Nolan Electrical Contractors,Electricians,"Canterbury, 344 Bayswater North",VIC,3153,0425 852 038,nolanelectrical@optusnet.com.au,67830211089,, ,
Ying Tiling services,Tilers,Bayswater,VIC,3153,0426 971 898,xiaxiaocn@vip.qq.com,22836326355,, ,
