business_trading_name,category,suburb,state,post_code,phone_number,email,ABN,logo,first_name,last_name
C J Green Plumbing and Construction,Bathroom,East Brighton,VIC,3187,0418 393 081,cjgreenplumber@aol.com,56362075525,,Chris,Green
Emerald Pear,Interior Designer,Brighton East,VIC,3187,0406 454 956,claire@emeraldpear.com,95613490574,, ,
CLB Plumbing,Plumbers,Parkdale,VIC,3195,0403 737 092,clbplumbing@hotmail.com,91653891882,, ,
Clean Cut Melbourne,Garden Maintenance,Mentone,VIC,3194,0490 379 462,cleancutmelbourne@gmail.com,51259671280,, ,
Clean House Xpress,Cleaning,Cheltenham,VIC,3192,0498 844 368,cleanhousexpress@hotmail.com,53753288269,,Melody,Kay
Climate Zone VIC Pty Ltd,Suppliers,Parkdale,VIC,3195,0418 556 866,climatezone@bigpond.com,22121022240,, ,
Hunter & Ivy,Interior Designer,Elsternwick,VIC,3185,0401 697 941,cmusgrave@hunter-ivy.com.au,51136980795,, ,
Cohen Brothers Plumbing,Plumbers,Hampton,VIC,3188,0431 746 303,cohenbrothersplumbing@gmail.com,71225954612,, ,
A C Bin Hire,Rubbish Removal,Moorabbin,VIC,3189,0418 580 429,coimadai@optusnet.com.au,72004548654,, ,
Colonial Floors,Floor Sanding & Polishing,Moorabbin,VIC,3189,0411 988 260,colonial.floors@hotmail.com,40388213446,, ,
interior Illusions,Blinds,Elsternwick,VIC,3185,0422 042 001,con@interiorillusions.com.au,11041494743,, ,
K C Consulting Engineers Pty Ltd,Engineering - Structural,Mentone,VIC,3194, ,con@kcconsultingengineers.com,94080223608,, ,
Melbourne Outdoor Blinds,Awnings,Braeside,VIC,3195,0422 042 001,con@melbourneoutdoorblinds.com.au,11041494743,,Con,Manoussios
AC Building,Building,Gardenvale,VIC,3185,0448 971 750,condo111@bigpond.com,41126956563,,anthony,Condon
Ikaros enterprises,Security,ASPENDALE GARDENS,VIC,3195,1300 330 243,constantine@ikaros.com.au,11463218063,, ,
The New Black Cleaning Company,Cleaning,Cheltenham,VIC,3192, ,contact.thenewblackcleaning@gmail.com,20104235218,, ,
DeluxeHomeservices,Cleaning,Brighton,VIC,3186,0423 761 176,contact@deluxehomeservices.com.au,16733709485,,Khan,Munshi
Proscope Painters Pty Ltd,Painters,Mordilloc,VIC,3195,0449 949 918,contact@proscopepainters.com.au,15623410668,,Rez,
Secured Electrical Solutions,Security,Parkdale,VIC,3195,0411 728 390,contact@securedelectrical.com.au,19628072695,, ,
Windy Bay Property Maintenance,Handyman,Cheltenham,VIC,3192,0408 917 349,contemporycourtyards@gmail.com,55324299539,, ,
Contex Constructions,Timber Flooring,Dandenong,VIC,3195,0421 455 290,contexconstructions@gmail.com,52714561436,, ,
Southside Guttering services,Guttering,Brighton East,VIC,3187,0418 592 291,coombsgroupi@gmail.com,47207729536,,Tony,Coombes
Copey's Quality Upholstery,Upholstery Repair,Moorabbin,VIC,3189,0409 135 060,copeysupholstery@bigpond.com,99650017580,, ,
BLUESKY PAintiNG servicES,Painters,Mentone,VIC,3194,0411 057 734,costastav@gmail.com,30020160799,, ,
"A 1 Brick Repairs, Fences & Fireplaces service",Bricklaying,Mentone,VIC,3195,0409 889 806,costleyblock@gmail.com,85067078056,,Kevin,Tangney
Sunwire,Solar Power,Braeside,VIC,3195,0402 904 704,craig@sunwire.com.au,49617617177,, ,
Turf and Landscape Solutions,Garden Maintenance,CHELTENHAM,VIC,3192,0449 872 763,crimspark123@gmail.com,63245395062,,Darcy,Crimmins
Big O's Tree services,Tree Felling,Brighton,VIC,3186,0438 025 348,crispgreen@bigpond.com,90235733195,,Omar,Dennaoui
Pure & Fresh Organic Cleaning,Cleaning,Cheltenham,VIC,3192,0424 968 167,cristinah.donna@gmail.com,49675075122,,Cristina,Donna
CRL Built It,Handyman,CHELTENHAM,VIC,3192,0412 234 035,crlbuiltit@gmail.com,71751845951,, ,
C Projects,Carpenters,Beaumaris,VIC,3193,0438 315 070,csherlock@westnet.com.au,59141426856,,Colin,Sherlock
Paramount Concreting,Driveways,Mordialloc,VIC,3195,0404 927 368,cstewart2308@gmail.com,53954610465,, ,
C.T. Plastering,Plastering & Gyprock,Mentone,VIC,3194,0400 199 933,ctplastering@optusnet.com.au,44090923900,,Peter,
D S Painting,Painters,Brighton,VIC,3186,0411 640 753,d_s_painting@optusnet.com.au,36527582962,, ,
Damian Bonello Electrics,Electricians,Parkdale,VIC,3195,0427 058 538,d.bonello@bigpond.com,42162697823,, ,
kingdom Painting Bayside,Painters,HAMPTON EAST,VIC,3188,0449 854 844,d.cronin87@hotmail.com,87714547283,,Daniel,Cronin
New Gen Building and Construction,Building,Mordialloc,VIC,3195,0402 283 184,d.stasiak@live.com,30904697675,,Daniel,Stasiak
Dado Construction Works,Handyman,CHELTENHAM,VIC,3192,0405 004 446,dado.lokvancic@icloud.com,36233785216,,"Damir ""Dado""",Lokvancic
DAFTEL,Timber Flooring,Moorabbin,VIC,3189, ,daftel@gmail.com,26112644578,,James,
Damer Builders,Building,Parkdale,VIC,3195, ,damer@damer.com.au,82074870054,, ,
DM Property Repairs,Handyman,Highatt,VIC,3190,0400 603 933,dan@dmpropertyrepairs.com.au,35091341268,,Daniel,Mullan
Dana Orth Design Consultants,Interior Designer,Sandringham,VIC,3191,0431 479 494,dana@dodc.com.au,61131955578,, ,
Daniel Pfister Carpentry,Carpenters,Beaumaris,VIC,3193,0452 177 661,daniel.carpentry@outlook.com,50377181728,,Daniel,Pfister
Air Composer Pty Ltd,Air Conditioning,Cheltnam,VIC,3192,0418 633 342,daniel@aircomposer.com.au,11609137662,,Dongil,Lee
DLR Plumbing services,Plumbers,Cheltenham,VIC,3192,0417 014 724,daniel@dlrplumbing.com.au,65136371652,, ,
DNY Electrical,Lighting,Mordialloc,VIC,3195,0403 513 348,daniel@dnyelectrical.com.au,60544028241,, ,
FOG Projects,Kitchen,Cheltenham,VIC,3192,0402 543 218,daniel@fogprojects.com.au,27211631535,,Daniel,Fogarty
Perpetual Designs,Kitchen Design,Brighton,VIC,3186,0409 586 686,daniel@perpetualdesigns.com.au,45430922970,, ,
Custom Airconditioning (Aust) Pty Ltd,Air Conditioning,cheltenham,VIC,3192,0425 777 089,Danny@resiair.com.au,15127636846,, ,
Daniel Wood Carpentry,Carpenters,Mentone,VIC,3194,0425 737 111,danwood77@hotmail.com,47402024689,, ,
Brodco Pty Ltd,Cleaning Services - Commercial,Cheltenham,VIC,3192,0468 333 622,darren@brodco.com.au,31075498476,, ,
D.M.B Electrics,Electricians,Cheltenham,VIC,3192,0418 399 273,darren@dmbelectrics.com.au,70081542332,, ,
Quick Electronics service,Antenna Services,Brighton,VIC,3186,0419 222 545,darren@qelectronics.org,96051254534,,Darren,Breitenfeld
Metro Drain Solutions,Drains,Mordialloc,VIC,3195,0423 333 938,darrencahillplumbing@gmail.com,59416286414,,Darren,Cahill
