"business_trading_name","category","suburb","state","post_code","phone_number","email","ABN","logo","first_name","last_name"
"AB Coastal Electrical service","Electricians","Ocean Grove","VIC","3226","0401 275 364","a.boyd@abcoastalelectricalservice.com","16251352589","","Ashley","Boyd"
"A+ Homes & Renovation","Carpenters","Ocean Grove","VIC","3226","0400 210 967","andy@aplushomesrenovation.domain.com","42353584934","","Andy","Viola"
"AJ Boswell & L Hansford carpentry","Fencing","Ocean grove","VIC","3226","0400 874 095","bozy83@bigpond.com","40197175059","","Adam","Boswell"
"Aligned Concrete Construction services","Driveways","Ocean Grove","VIC","3226","0468 456 493","alignedconcreteandconstruction@gmail.com","68625305491",""," ",""
"Allan Cabinetry Pty Ltd","Cabinet Making","Unit, 2-5 Sykes PL, Ocean Grove","VIC","3226","0457 051 501","amba@allancabinetry.com.au","65469604551","","Amba","Allan"
"Alltime Bricklaying Pty Ltd","Alterations & Additions","Ocean Grove","VIC","3226","0417 940 334","alltimebricklaying@hotmail.com","40813507143",""," ",""
"Andrew Burke Constructions","Building","OCEAN GROVE","VIC","3226","0419 116 735","info@andrewburkeconstructions.com.au","91809365313","","Andrew",""
"Andrew's Ocean Grove Kitchens","Benchtops","Ocean Grove","VIC","3226","0400 903 062","aogk3226@gmail.com","51113271113",""," ",""
"A & P Morrow Pty Ltd","Painters","0000 All Areas Melbourne CRCLE, All Areas","VIC","3226","0419 330 742","jodiley40@bigpond.com","77005800046","","Simon","Morrow"
"Arcadian Gardens","Landscaping & Gardening","Ocean Grove","VIC","3226","0407 831 031","arcadiangardens@hotmail.com.au","15437954299",""," ",""
"Armistead Homes","Pool Builders","Oceangrove","VIC","3226","0422 297 782","russ@armisteadhomes.com.au","47402335384","","Russell","Armistead"
"Artez Designs","Building Designer","Ocean Grove","VIC","3226"," ","di_poolton@internode.om.net","48336569291",""," ",""
"Auld Design","Furniture - Custom Design","19A Everest RD, Ocean Grove","VIC","3226","0466 332 552","jack@aulddesign.com.au","92861930953","","Jack","Auld"
"Bellarine Built","Plastering & Gyprock","OCEAN GROVE","VIC","3226","0410 681 055","michael@bellarinebuilt.com.au","15994617037","","Michael","Dixon"
"Bellarine Excavations","Earth Moving","Ocean Grove","VIC","3226","0418 598 983","jgp75@netspace.net.au","35799641023",""," ",""
