business_trading_name,category,suburb,state,post_code,phone_number,email,ABN,logo,first_name,last_name
Alpha Plastering Pty Ltd,Rendering,Mentone,VIC,3194,0419 580 897,alphanick@bigpond.com,67079257837,, ,
Angis Repairs,Handyman,Cheltenham,VIC,3192,0438 518 977,am385729@bigpond.net.au,21007386692,, ,
A Man with a Plan,Garden Maintenance,Brighton,VIC,3186,0405 436 526,amanwithaplan80@yahoo.com,51960862484,, ,
AMG Carpentry,Cladding,Brighton East,VIC,3187,0413 453 123,amg_carpentry@outlook.com,40926837094,, ,
ANA Electrical & Air-Conditioning,Electricians,CHELTENHAM,VIC,3192,0449 679 313,anaelectrical@outlook.com,11643550480,,Nick,Anagnostakos
Anatoly Painting service Pty Ltd,Painters,BRIGHTON,VIC,3186,0411 748 369,anatolypainting@yahoo.com.au,53080516865,,Anatoly,Shagovik
Bell Electrical Contractors,Electricians,SanDRINGHAM,VIC,3191,0411 471 922,andrew@bellelectrical.com.au,74735979878,,Andrew,Bell
BTB Property Maintenance Pty Ltd,Handyman,Blackrock,VIC,3193,0418 506 299,andrew@btbmaintenance.com.au,52604027081,,Andrew,Gilligan
DCS Carpentry,Handyman,Cheltenham,VIC,3192,0403 562 451,andrew@dcsbuilding.com.au,83830977966,,Andrew,Dounis
Lihari Group Pty Ltd,Building,Brighton,VIC,3186,0408 100 197,andrew@liharigroup.com.au,72118061180,, ,
