business_trading_name,category,suburb,state,post_code,phone_number,email,ABN,logo,first_name,last_name
Active Airconz,Air Conditioning,Darwin,NT,0800,0456 658 926,services@airconz.com,67164918129,, ,
Aktiv Engineering,Engineering - Structural,Darwin,NT,0800,0429 805 068,aktiveng@outlook.com,23451595939,, ,
All Across Territory Painting,Painters,Darwin,NT,0800,0406 351 344,allacross.nt@gmail.com,46471708985,, ,
All Clean Cleaning service,Cleaning,Darwin,NT,0800,0409 883 485,aboando@hotmail.com,86815125977,, ,
All Elements,Garden Maintenance,Darwin,NT,0800,0419 804 035,kathyburman@hotmail.com,81919935295,,Cathy,Burman
Bali Green Cleaners,Cleaning,Darwin,NT,0800,0432 641 699,admin@baligreencleaners.com.au,86858779330,,Nyoman Wirasa &,Rebecca
Billycan Constructions,Extensions & Additions,Darwin,NT,0800,0438 325 201,billycanconstructions@bigpond.com,57160235825,, ,
Blossom 24 Cleaning services,Cleaning,Darwin CBD,NT,0800,0417 013 641,blossom24cleaningservices@yahoo.com,23589785272,, ,
BTFuller Carpentry,Carpenters,Darwin,NT,0800,0438 894 324,btfuller.carpentry@gmail.com,23268257203,, ,
BUILD IT NT PTY LTD,Handyman,Darwin,NT,0800,0400 546 892,luke.wilks@bigpond.com,31121181995,, ,
Coast Landscaping,Landscaping & Gardening,Darwin,NT,0800,0414 893 703,coastlandscaping@hotmail.com,71540469544,, ,
Colourspec,Painters,Darwin,NT,0800,0400 020 505,mark.colourspec@bigpond.com,14178461572,, ,
Dancing Dragon Design,Building Designer,Darwin,NT,0800,0407 265 781,anthea@dancingdragondesign.com.au,15288998653,, ,
Darryl's Lawnmowing & Garden Maintenance,Garden Maintenance,Darwin,NT,0800,0432 676 862,helgahowell@gmail.com,35658320371,, ,
Darwin Asbestos & Demolition services,Asbestos Removal,Darwin,NT,0800,0409 615 836,dadservices@outlook.com.au,49214184057,, ,
Darwin Dust Busters,Home Cleaners,Darwin City,NT,0800,0406 877 997,admin@darwindustbusters.com.au,18622164907,, ,
David Peter Whitehead,Building Designer,Darwin,NT,0800,0412 149 756,dddrafting@bigpond.com,78229908809,, ,
David Pex,Carpenters,Darwin,NT,0800,0404 803 426,david_pex@kooee.com.au,80022791429,, ,
Dice,Electricians,Darwin,NT,0800,0438 283 615,dice.services@diceaust.com.au,11125543777,,John,.
Express Business Group NT,Cleaning,Darwin,NT,0800,0421 619 843,peter.r@expresspestcontrol.com.au,23611925725,,Peter,Rooks
Feng Shui Property Concepts,Feng Shui,Darwin,NT,0800,0450 001 621,fengshui.pc@gmail.com,18924954890,, ,
FENG SHUI WORKS,Interior Designer,Darwin,NT,0800, ,corinne@fengshuiworks.com.au,44230236221,,Corinne,Nicholson
Fix-It Fibreglass,Pool Maintenance,Darwin,NT,0800,0411 682 265,fixitfibreglass@hotmail.com,70607851145,, ,
FR.AN.CO. Automatic Gates,Gates,Darwin,NT,0800,0416 803 671,fr.an.co.automaticgates@gmail.com,95716123039,,Nino,Condo'
FR Tiling,Tilers,Darwin,NT,0800,0403 627 024,fr.tiling@yahoo.com,91605081061,, ,
Guillaume Landscaping services,Landscape Construction,Darwin City,NT,0800,0424 356 487,guillaumegoa16@gmail.com,46629288097,, ,
Gun Profiling Pty Ltd,Fencing,Darwin,NT,0800,0432 452 655,gunprofiling@gmail.com,99149550505,,Matthew,Andersen
Hames Sharley,Architecture,"1/3C Kitchener DRV, Darwin",NT,0800, ,nt@hamessharley.com.au,88143786565,, ,
Henweld,Handyman,Darwin,NT,0800,0448 466 665,steve_1963@live.com.au,21508256084,,Steve,Henley
HLL Trading,Cleaning Services - Commercial,Darwin,NT,0800,0408 228 533,hlltrading15@gmail.com,31194921685,,Hendra,Laijadi
JCA air conditioning,Suppliers,Darwin CBD,NT,0800,0416 584 602,joshuafoxnet@hotmail.com,56431337075,, ,
Jesse Palu,Garden Maintenance,Darwin CBD,NT,0800,0405 439 016,jessepalu@hotmail.com,89902906410,, ,
John Ortiz Painting,Painters,Darwin,NT,0800,0411 091 717,gaucho.juanjo@gmail.com,17318525360,,Juan,Ortiz
J.R Rendering,Rendering,Darwin,NT,0800,0427 409 115,jlrendering@gmail.com,47463927487,, ,
Kuta Electrical Pty Ltd,Lighting,Darwin,NT,0800, ,kutaelectrical@gmail.com,79720824990,, ,
LA Build,Handyman,Darwin,NT,0800,0417 768 892,admin@labuild.com.au,44673938377,,LA BUILD - Mathew,Wright
Laser Electrical,Electricians,"158 Coonawarra RD, Winnille",NT,0800,0429 894 642,t.fowler@laserelectrical.com.au,90091348346,,Trent,Fowler
Liam The Chippy,Carpenters,Darwin,NT,0800,0432 204 131,liamthechippy@gmail.com,71106038647,, ,
Magrip's Welding and Fabrications,Welding,Darwin,NT,0800,0423 403 159,admin@magripswelding.com.au,73456276512,, ,
Mary Cleaning and Housekeeping services,Cleaning,Darwin CBD,NT,0800,0472 691 340,marygracemojales@gmail.com,69832491605,, ,
Nautical Supplies Pty Ltd,Equipment Hire,"80 Frances Bay DRV, Darwin",NT,0800, ,,65009605458,, ,
Organic Clean is Green,Cleaning,Darwin,NT,0800,0414 598 161,jennifertrahair@hotmail.com,19839724146,, ,
Paul waskiw Pty Ltd,Small Move,Darwin,QLD,0800,0413 691 072,paulwaskiw@hotmail.com,45517147001,, ,
Paul wasson Electrical,Electricians,Darwin,QLD,0800,0411 494 385,p.w.electrical@harboursat.com.au,28238962835,, ,
Express Business Group,Pest Control,Darwin,NT,0800,0421 619 843,peter.r@expresspestcontrol.com.au,59761487327,,Peter,Rooks
Render Technology,Rendering,Dawin,NT,0800,0459 553 162,rendertechnology@yahoo.com.au,55524187225,,Campbell,Holdcroft
Rider Lovett Buckmall,Building Surveyors,Darwin,NT,0800, ,darwin@au.rlb.com,52009634128,, ,
Rod Hardy Pools,Pool Builders,Darwin,NT,0800,0429 779 692,hardyspool12@bigpond.com,59120125859,, ,
Rod Hardy Pools,Pool Builders,Darwin,NT,0800,0429 779 692,hardyspool@bigpond.com,59120125859,, ,
SES Electrical NT,Electricians,"ZUCOLLI, 9 CAMM ST, Palmerston",NT,0800,0404 773 956,sesfixx@gmail.com,76904483216,, ,
S.P.G Carpenters,Carpenters,Darwin,NT,0800,0405 467 798,info@spgcarpenters.com.au,48474021070,,Simon,Gooding
Super Clean Hero,Lawn Mowing,"144 smith ST, Darwin",NT,0800, ,supercleanhero@hotmail.com,45679842974,,Aaron,
Tadge Electrical and antenna service,Antenna Services,Darwin CBD,NT,0800,0450 469 501,tadgec@yahoo.com,27136454404,, ,
Telfords Cleaning,Home Cleaners,Darwin,NT,0800,0412 377 932,abyretana@yahoo.com,28196597335,,Abigail Telford & Ian David,Te
The Flat Pack Man,Kitchen,Darwin,NT,0800,0401 809 595,fltpkman@bigpond.net.au,56070756546,, ,
Top end Junk Removal,Rubbish Removal,Berry Springs,NT,0800,0450 401 646,info@topendjunkremoval.com,80188980674,,Chris,Davis
Top End Landscaping,Garden Maintenance,Darwin,NT,0800, ,topendlandscaping@bigpond.com,83468799821,, ,
Unicorn High Access Cleaning,Window Cleaning,Darwin,NT,0800,0419 644 583,unicornhighaccess@bigpond.com,19977601920,, ,
Viking West Building Design & Drafting,Drafting,Darwin,NT,0800,0408 988 316,jesper@vikingwest.com.au,74100853101,, ,
Zinaida Cleaning services,Home Cleaners,Darwin,NT,0800,0466 724 889,radik.mukayev@gmail.com,53193422631,, ,
