business_trading_name,category,suburb,state,post_code,phone_number,email,ABN,logo,first_name,last_name
ABE Roofing,Roof Repairs,Manly West,QLD,4179,0421 106 301,admin@aberoofing.com.au,55277914604,, ,
Absolute Rubbish Removal,Garden Maintenance,"54 Alastair ST, Lota",QLD,4179,0416 090 603,info@absoluterubbish.com.au,69323505603,, ,
Additions Building Co.,Decking,Manly West,QLD,4179,0438 648 689,jace@additions.com.au,13075443677,, ,
Alter Electrical,Electricians,Manly West,QLD,4179,0423 644 639,enquiries@alterelectrical.com.au,66161493812,,Sean,Hobby
Aussie Decks & Timber Constructions,Carpenters,Manly,QLD,4179,0415 818 877,info@retrohomes.com.au,26078331041,,Scott,Geary
Aussie Demolition,Demolition,Manly,QLD,4179,0409 662 736,aussiedemos@gmail.com,43793593215,, ,
Aussie Digg-It,Excavation,Manly,QLD,4179,0419 368 437,dan95@optusnet.com.au,73249733915,, ,
Bayside Lifestyles,Building,"Manly, 22 Amberjack ST, Brisbane",QLD,4179, ,baysidelifestyles@bigpond.com,64910583272,, ,
Bazza's Pressure Cleaning,Pressure Cleaning,Lota,QLD,4179,0409 874 262,bhemmlin@bigpond.net.au,70506232573,,Barry,Hemmling
R.A.F. Carpentry Pty. Ltd.,Building,"10 Boondara ST, Manly West",QLD,4179,0416 114 700,fergs101@gmail.com,38164225816,,Richard,Ferguson
BECCO,Electricians,LOTA,QLD,4179,0433 370 782,james@beccoelec.com,49626184709,,James,Egan
Bevan Robinson Electrical,Electricians,Manly,QLD,4179,0424 363 749,brobinsonelec@optusnet.com.au,81722348690,, ,
B & G Renovations & Restorations,Renovation,Lota,QLD,4179,0413 590 282,greg.bgbuilders@bigpond.com.au,39112454654,,Greg,Schirmer
Brisbane Flatpack & Handyman service,Handyman,MANLY WEST,QLD,4179,0417 909 359,brisbaneflatpack@gmail.com,77495048297,,Natalie,Fox
Brisbane Masonry Constructions,Bricklaying,Manly,QLD,4179,0401 940 170,brisbanemc@gmail.com,27930390943,,Rhys,Howlett
Caladonia Painters,Interior,Manly,QLD,4179,0414 610 299,k.mclaughlin88@optusnet.com.au,65757680220,, ,
Campbell Built Pty Ltd,Building,"27 Rosedene ST, Manly West",QLD,4179,0404 063 241,boonie167@gmail.com,32900160798,,Daniel,Campbell
Catalyst Constructions,Building,"PO Box 5713, Manly",QLD,4179,0432 448 077,marc@catalystconstructions.com.au,94609761346,,Marc,Warren
CBA Building Contractors,Building,Manly,QLD,4179,0414 809 146,chris@cbabuilding.com.au,13788456843,, ,
CBA Master Stone Mason,Stonemasonry,Manly,QLD,4179,0415 648 597,,16496269671,, ,
CleverCrete,Concrete Resurfacing,MANLY,QLD,4179,(07) 3180 8829,quote@clevercrete.com.au,65629408144,,Richard,McCluskey
CLEVERDECKS,Decking,MANLY,QLD,4179,0401 625 880,daveathebay@optusnet.com.au,11848533265,,David,Milgate
Coast 2 Coast Synthetic Turf,Lawn & Turf,manly west,QLD,4179,0459 687 585,warren_hall@outlook.com,86280329202,,Warren,Hall
Cosgrove Electrical Pty Ltd,Electricians,Manly West,QLD,4179,0411 809 579,info@cosgroveelectrical.com.au,42101753315,, ,
DMC Roofing,Roof Repairs,Manly West,QLD,4179,0402 332 460,dmcroofing@hotmail.com,95696980650,, ,
DP Electrical Contractors Pty,Electricians,Manly West,QLD,4179, ,dpcontractors@bigpond.com,77121726074,, ,
Electrowave Aust,Electricians,Manly West,QLD,4179,0400 702 754,electrowave@bigpond.com,33417716719,, ,
Emil's Excavation,Excavation,Manly,QLD,4179,0412 170 091,emil74@optusnet.com.au,94601968325,, ,
Fallon Civil,Excavation,Manly West,QLD,4179,0415 123 750,stepfall@hotmail.com,77603351211,, ,
Gate Way Form Work,Formwork,Manly,QLD,4179,0432 360 796,gatewayformwork@gmail.com,65193529842,, ,
Gilmour Tiling,Tilers,Manly West,QLD,4179,0435 863 487,muddies32@gmail.com,13672614920,, ,
GJ Garden services,Handyman,MANLY WEST,QLD,4179,0466 880 080,gjeffs@live.com.au,34303158639,,Greg,Jeffs
GrayLight,Lighting Consultation,Manly West,QLD,4179,0427 570 796,carl@graylight.com.au,96623939384,,Carl,Gray
HEIMCO Electrical,Electricians,Manly,QLD,4179,0412 047 026,heimco@outlook.com,51616781812,,Marc,Zietsman
Hexar,Electricians,Manly,QLD,4179,0455 666 195,jon@hexar.co,21178172833,,jonathan,Davies
Home Style Cleaning,Cleaning,Manly,QLD,4179,0422 554 020,info@homestylecleaning.com.au,30567759394,, ,
Humble abode services,Cleaning Services - Commercial,Manly,QLD,4179,0447 316 910,humbleabodeservices@hotmail.com,48431680247,, ,
Ideal Refrigeration & Appliance services,Appliance Repairs,Manly West,QLD,4179,0428 149 923,idealrefrigeration@hotmail.com.au,88681217208,,Taraz,Sands
IMPACT EXCAVATIONS,Excavation,Manly,QLD,4179,0487 795 671,lukemcw@hotmail.com,76160732883,,Luke,McWalter
In2 Bathrooms,Tilers,Manly West,QLD,4179,0405 711 775,tuiatribe@hotmail.com,45118271739,,In2,Bathrooms
Inchcon Concrete & Landscapes,Landscaping & Gardening,Brisbane,QLD,4179,0403 585 633,inchcon@bigpond.com,33994020968,, ,
IN. TO. IT Tree Lopping,Tree Felling,Manly West,QLD,4179, ,info@intoittreelopping.com.au,71315182327,, ,
James Lawn And Garden Care Wynnum - Manly,Landscape Construction,Manly,QLD,4179,0401 257 628,ben@jameslawnandgardencare.com.au,44803570211,, ,
JDL Handyman services,Handyman,Lota,QLD,4179,0422 523 841,visits10@tpg.com.au,38342198492,,John-derek,Loeffler
JRP Plumbing&Gasfitting,Roof Repairs,Manly West,QLD,4179,0403 606 461,jrpplumbingandgas@gmail.com,39542309477,,Jeremy,
Keid In Electrical,Electricians,Manly,QLD,4179,0412 308 039,admin@keidinelectrical.com,51683635740,,Scott Gregory,Keid
Kingsley interiors,Blinds,Brisbane,QLD,4179,0438 099 470,christine@kingsleyinteriors.com.au,66423281120,, ,
Kingsley Jarman,Fencing,Brisbane,QLD,4179,0407 382 023,,14520507060,,Kingsley,Jarman
Lenny s Glazing and Maintenance,Doors,"Unit 4/49 Gannon AVE, MANLY",QLD,4179,0415 388 217,pickettlance@gmail.com,27911894393,,Lance,Pickett
Lenny's Landscaping,Landscaping & Gardening,"Unit 4/49 Gannon AVE, MANLY",QLD,4179,0408 456 518,lenscape@austarnet.com.au,64010927741,, ,
Lewis Projects,Decking,Manly West,QLD,4179,0418 249 371,kurtlewisprojects@gmail.com,88664357873,,Kurt,Lewis
L & M Concreting,Concreting,Manly West,QLD,4179,0418 740 410,lmconc@bigpond.net.au,41074508679,, ,
Lyn O'Sullivan Building Designer,Drafting,"41 Ringara ST, MANLY WEST",QLD,4179, ,lyndesigner@powerup.com.au,34124166459,,Lyn,O'Sullivan
Lyn's Mowing,Garden Maintenance,"41 Ringara ST, MANLY WEST",QLD,4179,0417 273 410,,30514720972,, ,
Mark Camilleri,Fencing,MANLY WEST,QLD,4179,0409 455 845,markcamo@live.com,71737891331,,Mark,Camilleri
Master Handyman,Handyman,"10 David PL, Manly West",QLD,4179,41365620,info@masterhandymanbrisbane.com.au,54367924753,,Shannen,
M J Collins Builders,Building,Manly,QLD,4179,0413 731 964,mjcollinsbuilders@hotmail.com,56084399722,, ,
Moore's Home Inspections,Inspections - Building,Manly,QLD,4179,0411 181 951,barrytmoore@bigpond.com,67819069421,, ,
My interior Stylist,Pre-Sale Styling,Manly,QLD,4179,0409 906 564,maryna@myinteriorstylist.com.au,57418282164,, ,
Opec Construction Pty Ltd,Building,Manly West,QLD,4179,0405 772 737,chriseconomidis@gmail.com,26162230284,,Chris,Economidis
OX Handyman service,Handyman,Manly,QLD,4179,0403 977 970,clint356@hotmail.com,58104780481,, ,
Ox Pine Furniture,Furniture - Custom Design,Manly,QLD,4179, ,oxpine.furniture@gmail.com,13059512614,, ,
Peerless Rendering,Handyman,Manly West,QLD,4179,0432 307 876,peerlessrendering@hotmail.com,81068112478,, ,
Peter McKinlay Gardening & Mowing,Garden Maintenance,Lota,QLD,4179,0429 944 672,mountaintop10@bigpond.com,61169045489,,Peter,McKinlay
Peter Flemming Electrical,Electricians,LOTA,QLD,4179,0423 836 616,info@pfelec.com.au,72052042556,, ,
PG & DJ Chalk,Drafting,MANLY,QLD,4179,0407 648 505,pchalk3@gmail.com,72192721445,, ,
Place Painting,Interior,Manly West,QLD,4179,0410 550 304,info@placepainting.com.au,93700242613,,Wayne,Brake
Prestige Solid Plastering,Rendering,Manly,QLD,4179,0405 036 733,prestigesolidplastering@outlook.com,34611412143,,Kieran,Robson
Productive Gardens,Landscaping & Gardening,Manly,QLD,4179,0400 339 356,info@productivegardens.com.au,45110737918,,David,
Rogers Energy services,Excavation,Manly,QLD,4179, ,joel.julian.rogers@gmail.com,48611945272,, ,
RONINBUILT,Building,Manly west,QLD,4179,0455 239 100,roninbuilt@hotmail.com,24315446851,,Morgan,O'Donnell
Smart Electrics,Electricians,Lota,QLD,4179,0448 123 724,admin@smartelectrics.com.au,81308946074,, ,
Smart Installations,Fencing,Manly West,QLD,4179,0418 975 774,nick@smartinstallations.net.au,38577528667,, ,
Smith's Building service,Fencing,Lota,QLD,4179,0413 120 977,smithbrosracing@live.com.au,73343891107,,Brett,Smith
"Smith's Horticulture, Garden & Lawncare",Garden Maintenance,Lota,QLD,4179,0400 563 852,smithhorticulture@hotmail.com,81154942993,, ,
Steele Consulting P/L,Engineering - Structural,Manly,QLD,4179,0433 270 072,mel@steel-econ.com.au,31060544596,,Rob,Steele
