"business_trading_name","category","suburb","state","post_code","phone_number","email","ABN","logo","first_name","last_name"
"Abcorp Refrigeration and Air Conditioning","Air Conditioning","Wilston","QLD","4051","0447 416 353","abcorprefrigeration@gmail.com","30927466176",""," ",""
"A & D Custom Joinery","Joinery","Gaythorne","QLD","4051"," ","ad.joinery@hotmail.com","89671397145",""," ",""
"AJT Pretige Cleaning","Cleaning Services - Commercial","Alderley","QLD","4051","0449 784 981","info@ajtprestigecleaning.com","27160034373","","AlesSandra","Tonkin"
"Albie and Co Creatives","Interior Designer","Brisbane","QLD","4051","0411 736 232","albieandco@gmail.com","20800364560","","Chris","Davies"
"Arkelan Builders","Building","Enoggera","QLD","4051","0457 348 942","arkelanbuilders@hotmail.com","95639606292","","Lance","Hari"
"ASK BUILDING servicES PTY. LTD.","Concreting","Wilston","QLD","4051","0408 740 921","askb@iinet.net.au","87138896170",""," ",""
"A-Team Cleaning & Maintenance Pty Ltd","Carpet & Upholstery Cleaning","Enoggera","QLD","4051","0430 826 119","ateamcleans@gmail.com","73165589220","","Georgis Poovelil","Abraham"
"Big Contract Cleaning","Cleaning","Alderley","QLD","4051","0438 026 820","big.cleaning@hotmail.com","53094884273",""," ",""
"BJB Electrical","Electricians","Gaythorne","QLD","4051"," ","admin@bjbelectrical.net.au","34124760686","","Levi","Beel"
"BJM Painting","Interior","Gaythorne","QLD","4051","0439 517 823","bjmpainting@hotmail.com","83258052525",""," ",""
"Blanck Constructions","Building","wavell Heights","QLD","4051","0439 259 605","mblanck92@gmail.com","58691966416","","Matthew","Blanck"
"Blue Planet Design","Drafting","Unit 7, 1 Grange RD, GRANGE","QLD","4051","0404 816 732","scott@blueplanetdesign.com.au","37101035454",""," ",""
"BLUTEC Waterproofing","Waterproofing","23 Terrace ST, Newmarket","QLD","4051","0491 734 798","trevor@blutec.com.au","50179908151","","BLUTEC","watERPROOFING"
"Bosse interiors","Carpenters","Newmarket","QLD","4051","0412 340 867","sales@nmhardware.com.au","69211810674","","Paul","Mengotti"
"Bristrade","Handyman","Gaythorne","QLD","4051","0431 927 373","bristrades@gmail.com","30570474174",""," ",""
"Alderley Landscapes","Arborist","Alderley","QLD","4051","0417 849 610","mikeatkinson44@hotmail.com","53183647351",""," ",""
"Brown Bear Gardening","Garden Maintenance","Newmarket","QLD","4051","0434 555 676","jbrou8@outlook.com","47040958107",""," ",""
"Buddy's Removal","Furniture Removal","Wilston","QLD","4051","0419 665 545","inbox@buddycloud.me","68142624892",""," ",""
