"business_trading_name","category","suburb","state","post_code","phone_number","email","ABN","logo","first_name","last_name"
"Anders Blinds and Shutters","Window Shutters","1/33 Meakin Rd RD, Meadowbrook","QLD","4131"," ","sales@andersblind.com.au","76088463021",""," ",""
"Arnott's Improvements","Carpenters","Loganlea","QLD","4131","0406 224 884","nathan@arnottsimprovements.com.au","99005410669","","Nathan","Arnott"
"Ashley Hall Tiling","Tilers","Loganlea","QLD","4131","0429 146 883","ashjhall@hotmail.com","31520563695","","Ashley","Hall"
"Axiom Holdings Pty Ltd","Building","Meadowbrook","QLD","4131","0403 396 316","axiomholdings@hotmail.com","50111867086",""," ",""
"Blueline Plumbing services","Plumbers","Loganlea","QLD","4131","0424 180 141","admin@jbkflynn.com","31988328107",""," ",""
"Blueline Plumbing services","Plumbers","LoganLea","QLD","4131","0424 180 141","info@jbkflynn.com","31988328107","","Luke","Flynn"
"Brisbane's Best Tilers","Tilers","Brisbane","QLD","4131","0414 714 779","luke@brisbanesbesttilers.com.au","48618588168","","Luke","Lanotte"
"Brisbane to Goldcoast Mini Excavators","Excavator","Meadowbrook","QLD","4131","0411 983 666","miniexcavators@outlook.com","50753278720",""," ",""
"Cara Boat Lifestyle","Furniture Removal","Loganlea","QLD","4131","0419 656 919","virgo.8@hotmail.com","72249132955","","Bob","Ghanshyam"
"Chan Plumbing & Drainage","Plumbers","LOGANLEA","QLD","4131","0497 099 537","c.chan09@hotmail.com","37193015118","","Christopher","Chan"
"Clear-thru-view Window Cleaning service","Window Cleaning","35 Featherstone RD, Chambers Flat","QLD","4131","0407 124 212","keenehq@gmail.com","88432682866",""," ",""
"Cobble Patch Landscape & Garden Supplies","Garden Supplies","Loganlea","QLD","4131","0412 056 982","coblepatchlogan@gmail.com","79108656382",""," ",""
"CreteLeak Solutions","Concrete Waterproofing Materials","Meadowbrook","QLD","4131"," ","admin@creteleak.com.au","16820441283",""," ",""
"DHR Building services","Building","Loganlea","QLD","4131","0410 128 003","dhrbuildingservices@hotmail.com","24540578424",""," ",""
"DJK Electrical services Pty Ltd","Electricians","Meadowbrook","QLD","4131","0419 098 519","petern@djkelectrical.com.au","57460138449",""," ",""
"Elite HouseWorx","Painters","Meadowbrook","QLD","4131","0422 981 451","adianosic@yahoo.com","61584803624","","Adrian","Ianosic"
"Fine Art Rendering","Rendering","Loganlea","QLD","4131","0419 863 837","fineartrendering@me.com","64697517599",""," ",""
"Fine Aspect Carpentry","Fencing","Loganlea","QLD","4131","0402 647 660","marksamuels84@hotmail.com","72066984745",""," ",""
"Gold Coast Concrete Solutions","Concreting","Loganlea","QLD","4131","0410 551 753","enquiry@goldcoastconcretesolutions.com.au","63600267169","","Jason",""
"Gold Coast Concreting services Pty Ltd","Concreting","Loganlea","QLD","4131","0411 741 686","goldcoastconcreting@bigpond.com","77076844860",""," ",""
"Itile Australia","Handyman","MEADOWBROOK","QLD","4131","0423 777 918","info@itileaustralia.com.au","19626996227","","Flavius","Grigori"
"Kenny's Custom Creations","Handyman","Logan Reserve","QLD","4131","0427 898 380","ken_orenshaw@icloud.com","97793579417",""," ",""
"Mohit Dobaria","Pressure Cleaning","Loganlea","QLD","4131","0403 854 043","dobariamohit@gmail.com","25339973067","","Mohit","Dobaria"
"Mooyman Electrical services","Electricians","Loganlea","QLD","4131","0449 664 833","ryan@mooymanelectricalservices.com, mike.dandridgepp@gmail.com","48853285717",""," ",""
