"business_trading_name","category","suburb","state","post_code","phone_number","email","ABN","logo","first_name","last_name"
"A1 Sparrow Excavations","Excavation","Oxley","QLD","4075","0411 740 089","lee.sparrow@bigpond.com.au","12085627981","","Lee","Sparrow"
"Albite Design & Drafting","Drafting","oxley","QLD","4075","0435 378 868","jayalbite@gmail.com","60466337582",""," ",""
"Landscape Designers Brisbane | A&R Evergreen","Fencing","123 Boundary RD, Rocklea","QLD","4075","0438 690 446","alistair@arevergreen.com.au","54262867823","","Alistair","Hutton"
"ASEEOS","Pool Tiles","Sherwood","QLD","4075"," ","office@aseeos.com.au","93136718959",""," ",""
"Aspect Town Planning Pty Ltd","Town Planning","GRACEVILLE","QLD","4075","0435 812 611","zoc@aspect-tp.com.au","20630034865",""," ",""
"Bahrex Commercial Cleaning","Cleaning Services - Commercial","OXLEY","QLD","4075","0452 229 867","bahrexcc@gmail.com","62277403801","","Bahram","Ghebray"
"Bajmar Maintenance services","Electricians","Oxley","QLD","4075","0409 000 701","mstormonth@bigpond.com","47162086268","","Mark","Stormonth"
"BauRoc Electrical Contractors","Electricians","Oxley","QLD","4075","0478 889 504","bauroc@outlook.com","43619331645","","Richard","O'Carroll"
"Brisbane Roof Restorations","Roof Repairs","Corinda","QLD","4075","0419 702 334","info@brisbaneroof.com.au","84419820114",""," ",""
"Buzz Electrical","Electricians","Corinda","QLD","4075","0434 919 448","buzz.electrical@hotmail.com","60667648394",""," ",""
"Campbell Solid Plastering","Rendering","99 Nelson ST, Corinda","QLD","4075","0408 755 356","campbellsolidplastering@bigpond.com","95676346995","","Keith",""
"Brisbane Roof and Paint","Painters","Corinda","QLD","4075","0457 132 101","info@brisbaneroofandpaint.com.au","70151004670",""," ",""
"Clean and Coat","Epoxy Floor Coating","Graceville","QLD","4075","0413 888 450","chris@cleanandcoat.com.au","65168044995",""," ",""
"Coastal Air & Electric","Electricians","Graceville","QLD","4075","0452 599 195","sales@coastalelectric.com.au","50155213362","","David","Aaskov"
"Coulton Constructions","Building","Corinda","QLD","4075","0428 548 142","coultonconstructions@bigpond.com","71137839037",""," ",""
"Creative Touch Painting & Decorating","Interior","Sherwood","QLD","4075","0432 781 318","bezhan34@hotmail.com","37996496055",""," ",""
"C R Plumbing Maintenance Gas","Plumbers","Corinda","QLD","4075","0411 179 978","c.r.plumbing_gas@live.com","18937685720",""," ",""
"DAVELLE AIR CONDITIONING Pty Ltd.","Air Conditioning","Private BOX 32, 146 Blunder RD, Oxley","QLD","4075","0432 686 378","elliegray45@aapt.net.au","12117885248","","David or Ellie","Gray"
"DJ's Plastering","Handyman","Corinda","QLD","4075","0403 718 747","davidjacobs470@gmail.com","57644558715",""," ",""
"DLA Fencing","Fencing","Oxley","QLD","4075","0420 206 312","ddla08@gmail.com","15173900887",""," ",""
"Element Electrical","Electricians","74 COLWELL ST, OXLEY","QLD","4075","0432 616 593","ep.element.electrical@gmail.com","11604317168",""," ",""
"ELIA Architecture","Architecture","Corinda","QLD","4075"," ","lyn@elia.com.au","38083196230",""," ",""
"Express Home & Office Cleaning Oxley","Cleaning","Oxley","QLD","4075","0415 322 458","robin.j@expresshomeandofficecleaning.com.au","42358629512","","Robin","John"
"Baileys Carpentry services Pty Ltd also trading as Express Property Maintenance Oxley","Paint Suppliers","Oxley","QLD","4075","0407 597 308","jb.exp.oxley@hotmail.com","15709654349","","James","Bailey"
"Fast Glass Pty Ltd","Glass & Glazing","Oxley","QLD","4075","0413 614 646","hp.fastglasspl@gmail.com","37858643073",""," ",""
"Fixed! What else?","Doors","SHERWOOD","QLD","4075","0429 002 529","fixedwhatelse@gmail.com","28385887380","","Terry","Hegarty"
"Garden Life Landscapes Pty Ltd","Garden Maintenance","GRACEVILLE","QLD","4075","0431 181 954","admin@gardenlifelandscapes.com.au ","14630389203","","Kane","Pfeiffer"
"Get Gordon","Handyman","Oxly","QLD","4075","0422 933 186","macgregorg101@gmail.com","59238486516",""," ",""
"GMSC Constructions Pty Ltd","Building","OXLEY","QLD","4075","0414 905 637","geoff@gmsc.net.au","57114587508",""," ",""
"Grass Roots Landscape Gardening","Garden Maintenance","Graceville","QLD","4075","0439 732 817","gm.cane@bigpond.com.au","18092605488","","Michael","Cane"
