business_trading_name,category,suburb,state,post_code,phone_number,email,ABN,logo,first_name,last_name
Abrolhos Landscaping and Gardening,Garden Maintenance,"84 Pass ST, Geraldton",WA,6530,0438 652 289,admin@abrolhoslandscaping.com.au,85612655031,,Jason,Smith
Absolute Painting WA,Painters,Wonthella,WA,6530,0432 311 316,info@absolutepainting.com.au,49989110880,,Gillian,Richards
A Class Electrical & Air Conditioning,Electricians,Mount Tarcoola,WA,6530,0400 029 794,cameron@aclasselectrical.net.au,15916371712,, ,
Advance lattice and Gates,Fencing,Wonthella,WA,6530,0417 922 386,advancelattice@bigpond.com,29585584374,,Paul Van,Herpen
Advance Lawn Mowing & Property Maintenance,Garden Maintenance,Wonthella,WA,6530,0414 292 680,rdovey@bigpond.net.au,69602819690,, ,
Aldan Construction (Carpenter),Carpenters,Tarcoola Beach,WA,6530, ,dw619394@bigpond.net.au,68524404347,, ,
All Decor,Timber Flooring,"Unit 1, No 2 Jensen ST, Geraldton",WA,6530, ,sales@alldecor.com.au,54607945206,, ,
Amped Up Electrical,Electricians,Geraldton,WA,6530,0448 033 988,david.lindau@iinet.net.au,27689728954,,David,Lindau
A M Perham Electrical EC4494,Electricians,Geraldton,WA,6530,0428 935 120,pollect1@gmail.com,12673279315,, ,
As New Gutter Cleaning,Roof Repairs,Strathalbyn,WA,6530,0417 479 243,gfautopro@gmail.com,58469395782,, ,
Batavia Concrete,Concreting,Geraldton,WA,6530, ,bataviaconcrete@bigpond.com,78638051982,,Josh,Wilson
Batavia Fencing,Fencing,Geraldton,WA,6530,0427 927 320,muzralph@westnet.com.au,24276383764,, ,
Batavia Fencing,Colorbond Fencing,Geraldton,WA,6530,0427 927 320,admin@bataviafencing.com.au,24276383764,, ,
Belle Designs,Interior Designer,Geraldton,WA,6530,0438 930 081,belledesigns@westnet.com.au,57812772182,, ,
BEST LAY TILING,Tilers,Geraldton,WA,6530,0432 460 751,gerotile@gmail.com,39685042370,,Luke,Bartlett
Carimor Sheds,Sheds,Geraldton,WA,6530,0428 469 333,michael@carimorsheds.com,34759916102,, ,
Champion Bay Windows,Window Cleaning,Geraldton,WA,6530,0419 911 360,collett@westnet.com.au,46809479461,, ,
City in Colour Painting and Decorating,Painters,Tarcoola Beach,WA,6530,0408 915 910,info@cityincolour.com.au,68410237720,, ,
Clarkes washing Machine Repairs,Appliance Repairs,"3/29 Boyd ST, Geraldton",WA,6530, ,clarkeswasher@bigpond.com.au,69360462495,, ,
Clean Genie & Concierge services,Home Cleaners,Spalding,WA,6530,0417 173 645,cleangenie@hotmail.com,74283205409,, ,
Conti HOMES,Building,Kenny,WA,6530,0428 211 860,contihomes@hotmail.com,11883064780,,Ross,Conti
Coopers Concrete Products & Roof Tiling,Roof Repairs,Geraldton,WA,6530, ,ccrt@westnet.com.au,87857947702,, ,
Diamond Shine Window Cleaning,Window Cleaning,Geraldton,WA,6530,0437 904 481,adamwinton1@gmail.com,92923848276,, ,
D&L Ward Home Maintenance,Handyman,Geraldton,WA,6530,0402 827 132,auraward@bigpond.com,81253314766,, ,
D&M interior Plastering,Plastering & Gyprock,Geraldton,WA,6530, ,darrin.wornes@dminteriorplastering.com,97398818049,,D&M interior,Plastering
Duall Roofing and Carpentry,Carpenters,Wandina,WA,6530,0417 997 992,brett@wn.com.au,72162342983,, ,
Eco Peak Cleaning Solutions,Cleaning,Geraldton,WA,6530,0488 447 995,ecopeakcleaning@outlook.com,43643894431,, ,
Electric Cool,Electricians,Geralton,WA,6530,0498 552 449,electric.cool@icloud.com,29709169870,,Mathew,Fisher
E P C M Infrastructure Solutions Pty Ltd,Handyman,Geraldton,WA,6530,0404 303 234,dean.leighton@outlook.com,58134253017,, ,
Frigtech services,Air Conditioning,"19 Allen ST, Geraldton",WA,6530, ,ashley@frigtech.com.au,67136449048,, ,
Garraway Plumbing,Plumbers,Woorree,WA,6530,0418 930 645,dsjk@bigpond.com,95215095017,,Darren,Garraway
Geraldton Ceramic Centre,Tile Suppliers,geraldton,WA,6530, ,geraldtonceramics@westnet.com.au,65373662470,, ,
Geraldton Flooring and Upholstery,Cleaning,Geraldton,WA,6530,0432 853 603, geraldtonflooringandupholstery@hotmail.com,62575451719,, ,
Geraldton Homes,Building,Geraldton,WA,6530,0417 215 373,serena@geraldtonhomes.com.au,67534487331,, ,
Geraldton TV & Radio services Co,Antenna Services,"24- 26 Anzac TCE, Geraldton",WA,6530, ,bruce@gtv.net.au,30015612963,,Bruce,Muirhead
Great Northern Fencing,Fencing,Geraldton,WA,6530,0427 203 047,gnfencing@bigpond.com,35708149934,, ,
GWF Electrical & services,Electricians,Geraldton,WA,6530,0455 247 837,jaminfeddersen@gmail.com,45244007348,, ,
Garrett & Woods Painters,Painters,Woorree,WA,6530,0416 606 300,garywoods1@hotmail.com,62508091255,,Gary,Woods
Home Building & Maintenance services,Handyman,Mandurah,WA,6530,0417 931 446,geoffandchrissy@bigpond.com,27931284260,, ,
Hot Cleaning services,Carpet & Upholstery Cleaning,Geraldton,WA,6530, ,penny@hotcleaning.com.au,70846344186,, ,
Hot Dog Electrical,Electricians,Geraldton,WA,6530,0411 379 264,martymitt@optusnet.com.au,79115275691,,Martin,Mitt
Jadesky,Tilers,Geraldton,WA,6530,0400 650 054,rodney257@yahoo.com,19478628365,, ,
J & L Oliveri Cabinet Makers,Cabinet Making,"10 Boyd ST, Geraldton",WA,6530, ,jlcabinetmakers@bigpond.com.au,25610190368,, ,
JL Dawson Builder,Building,GERALDTON,WA,6530,0409 688 012,dingolingo92@icloud.com,96921493856,,Jeremy Jerry,Dawson
John Speedy Cabinets,Bathroom,"12B Boyd ST, Webberton",WA,6530,0427 645 253,john.speedycabinets@bigpond.com,20008792416,,Vaughan,Broad
kims blocklaying and landscaping,Landscaping & Gardening,"96 Bellimos DRV, Geraldton",WA,6530,0419 831 413,trace.kim@bigpond.com,33855705110,,Kim,Adamini
Lancon Environmental,Landscaping & Gardening,Geraldton,WA,6530,0418 956 611,bill@lanconenvironmental.com.au,86994784405,, ,
LITTLES PLUMBING & GAS FITTING servicES,Plumbers,Spalding,WA,6530,0437 014 034,jonlittle@aapt.net.au,21692687959,,Jonathan,Little
Mako Carpentry & Cabinetwork,Handyman,GERALDTON,WA,6530,0412 905 394,ssu23410@bigpond.net.au,43200560273,,Steve,Sullivan
Matthew Sroka Tiling,Floor Tiling,Geraldton,WA,6530,0401 675 759,msroka@y7mail.com,77089153528,,Matthew,Sroka
Mitchell & Brown Communications Pty Ltd,Electricians,Geraldton,WA,6530, ,reception@mbcom.com.au,70148999240,, ,
Midwest Formwork Contractors,Concreting,Bluff Point,WA,6530,0407 426 716,midwestformwork@bigpond.com,11119366291,,Jeff,Starcevich
Midwest Mini Dirtworks,Garden Maintenance,Wandina,WA,6530,0438 902 853,midwestminidirtworks@outlook.com,73004715756,, ,
Midwest Pro Audio,Home Theatre,Geraldton,WA,6530,0438 967 980,info@midwestproaudio.com.au,76607046944,, ,
Midwest Roller Shutters,Window Shutters,Geraldton,WA,6530,0439 648 403,midwestrollershutters@bigpond.com,68332077493,, ,
Midwest solar power,Solar Panel Cleaners,Woorree,WA,6530,0438 903 326,sales@midwestsolarpower.com.au,95600771506,,Robbie,Hanson
